	CodigoMatricula	AreaPrograma	Cargo	NombrePais	VersionPrograma	Modalidad
337	10375699A21506	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
338	10403372A23052	Minería	Analista	Perú	Sin Version	Online Asincronica
339	10276356A22714	Gestión Ambiental	Coordinador	Perú	Sin Version	Online Asincronica
340	9728227A16585	Tecnologías de la Información	Supervisor	Perú	Sin Version	Online Sincronica
341	10042733A18809	Tecnologías de la Información	Coordinador	Perú	Sin Version	Online Sincronica
342	9991207A16585	Tecnologías de la Información	Asistente	Perú	Sin Version	Online Sincronica
343	9943268A20709	Data Science	Analista	Perú	Sin Version	Online Sincronica
344	10053168A18387	Tecnologías de la Información	Supervisor	Perú	Sin Version	Online Sincronica
345	10053161A18387	Tecnologías de la Información	Otros	Perú	Sin Version	Online Sincronica
346	10049580A18387	Tecnologías de la Información	Practicante	Perú	Sin Version	Online Sincronica
347	10049448A18387	Tecnologías de la Información	Analista	Perú	Sin Version	Online Sincronica
348	10130875A20932	Proyectos	Jefe	Perú	Sin Version	Online Sincronica
349	9809925A14413	Tecnologías de la Información	Supervisor	Perú	Sin Version	Online Sincronica
350	10125207A21503	Finanzas	Analista	Perú	Sin Version	Online Asincronica
351	10138857A21523	Finanzas	Analista	Perú	Sin Version	Online Asincronica
352	9409267A21503	Finanzas	Otros	Perú	Sin Version	Online Asincronica
353	9773237A20146	Minería	Otros	Perú	Sin Version	Online Asincronica
354	9655057A21503	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
355	10338567A21503	Finanzas	Practicante	Perú	Sin Version	Online Asincronica
356	10280359A21503	Finanzas	Asistente	Perú	Sin Version	Online Asincronica
357	10090248A21503	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
358	10038314A18254	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
359	143485A17484	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
360	9906069A22144	Transformación Digital	Supervisor	Perú	Sin Version	Online Asincronica
361	9939237A19791	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
362	9428853A19588	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
363	10254876A22004	Seguridad y Salud en el Trabajo	Atención al cliente	Perú	Sin Version	Online Asincronica
364	10314268A22127	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
365	9912597A14790	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
366	9584992A17933	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
367	10020665A17956	Transformación Digital	Asistente	Perú	Sin Version	Online Asincronica
368	10094005A18852	Tecnologías de la Información	Asistente	Perú	Sin Version	Online Asincronica
369	10095207A18852	Tecnologías de la Información	Otros	Perú	Sin Version	Online Asincronica
370	10123413A19788	Seguridad y Salud en el Trabajo	Otros	Perú	Sin Version	Online Asincronica
371	10103250A21640	Mantenimiento	Analista	Perú	Sin Version	Online Asincronica
372	151498A21471	Continuidad del Negocio	Jefe	Perú	Sin Version	Online Asincronica
373	10013428A21471	Continuidad del Negocio	Analista	Perú	Sin Version	Online Asincronica
374	9964027A16553	Proyectos	Jefe	Perú	Sin Version	Online Asincronica
375	9672160A15179	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
376	9972639A15182	Calidad	Asistente	Perú	Sin Version	Online Asincronica
377	294462A17429	Finanzas	Coordinador	Perú	Sin Version	Online Asincronica
378	9698370A19447	Data Science	Jefe	Perú	Sin Version	Online Asincronica
379	10235776A21262	Calidad	Encargado	Perú	Sin Version	Online Asincronica
380	10244328A21199	Data Science	Practicante	Perú	Sin Version	Online Asincronica
381	10237463A21199	Data Science	Practicante	Perú	Sin Version	Online Asincronica
382	10274522A21262	Calidad	Asistente	Perú	Sin Version	Online Asincronica
383	145823A20028	Mantenimiento	Coordinador	Perú	Sin Version	Online Asincronica
384	9664764A21840	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
385	182329A21299	Gestión Ambiental	Supervisor	Perú	Sin Version	Online Asincronica
386	10270970A22003	Seguridad y Salud en el Trabajo	Encargado	Perú	Sin Version	Online Asincronica
387	10164670A21840	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
388	10263265A21840	Proyectos	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
389	10244619A21940	Seguridad de la Información	Jefe	Perú	Sin Version	Online Asincronica
390	9559325A20059	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
391	9710272A19793	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
392	9420711A22120	Transformación Digital	Supervisor	Perú	Sin Version	Online Asincronica
393	10049994A22120	Transformación Digital	Estudiante	Perú	Sin Version	Online Asincronica
394	171391A22120	Transformación Digital	Jefe	Perú	Sin Version	Online Asincronica
395	267913A21751	Minería	Coordinador	Perú	Sin Version	Online Asincronica
396	10095207A18851	Tecnologías de la Información	Otros	Perú	Sin Version	Online Asincronica
397	9628171A17434	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
398	9636588A19787	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
399	9982024A23053	Minería	Asistente	Perú	Sin Version	Online Asincronica
400	9828849A17248	Calidad	Ejecutivo	Perú	Sin Version	Online Asincronica
401	10299252A19993	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
402	297409A21470	Continuidad del Negocio		Perú	Sin Version	Online Asincronica
403	10268284A21155	Data Science	Analista	Perú	Sin Version	Online Asincronica
404	10186716A19990	Mantenimiento	Otros	Perú	Sin Version	Online Asincronica
405	10251206A21636	Mantenimiento	Ejecutivo	Perú	Sin Version	Online Asincronica
406	10042733A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
407	9654682A18009	Marketing Digital	Analista	Perú	Sin Version	Online Asincronica
408	9741360A17694	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
409	10075638A18009	Marketing Digital	Supervisor	Perú	Sin Version	Online Asincronica
410	10087662A18009	Marketing Digital	Practicante	Perú	Sin Version	Online Asincronica
411	15527A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
412	10044614A21507	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
413	10216307A22712	Gestión Ambiental	Prevencionista	Perú	Sin Version	Online Asincronica
414	9710272A19795	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
415	10354608A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
416	10349214A21939	Seguridad de la Información	Consultor	Perú	Sin Version	Online Asincronica
417	10354605A22002	Seguridad y Salud en el Trabajo	Prevencionista	Perú	Sin Version	Online Asincronica
418	10342633A22002	Seguridad y Salud en el Trabajo	Prevencionista	Perú	Sin Version	Online Asincronica
419	9505224A22002	Seguridad y Salud en el Trabajo	Analista	Perú	Sin Version	Online Asincronica
420	10042737A18009	Marketing Digital	Practicante	Perú	Sin Version	Online Asincronica
421	10042739A18009	Marketing Digital	Practicante	Perú	Sin Version	Online Asincronica
422	10241821A18009	Marketing Digital		Perú	Sin Version	Online Asincronica
423	10255682A18009	Marketing Digital		Perú	Sin Version	Online Asincronica
424	10255685A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
425	10255689A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
426	10264360A19217	Proyectos	Otros	Perú	Sin Version	Online Asincronica
427	9983742A19586	Calidad	Coordinador	Perú	Sin Version	Online Asincronica
428	9987163A22002	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
429	9994988A22032	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
430	10245729A21839	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
431	9584625A19228	Proyectos	Analista	Perú	Sin Version	Online Asincronica
432	10081496A21910	Seguridad Alimentaria	Practicante	Perú	Sin Version	Online Asincronica
433	9728964A21850	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
434	9578959A21850	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
435	10039763A21850	Proyectos	Jefe	Perú	Sin Version	Online Asincronica
436	150456A17044	Data Science	Supervisor	Perú	Sin Version	Online Asincronica
437	9943268A20553	Tecnologías de la Información	Analista	Perú	Sin Version	Online Asincronica
438	10166250A20230	Finanzas	Practicante	Perú	Sin Version	Online Asincronica
439	9935932A21999	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
440	10193907A21999	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
441	10211552A21996	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
442	9938406A21297	Seguridad y Salud en el Trabajo	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
443	10080229A21850	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
444	10266423A19632	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
445	10163906A21260	Calidad	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
446	9780558A15724	Minería	Supervisor	Perú	Sin Version	Online Asincronica
447	9596093A17725	Proyectos	Analista	Perú	Sin Version	Online Asincronica
448	9514790A17198	Data Science	Jefe	Perú	Sin Version	Online Asincronica
449	199555A17138	Calidad	Jefe	Perú	Sin Version	Online Asincronica
450	10269430A20347	Transformación Digital		Perú	Sin Version	Online Asincronica
451	10173433A19989	Mantenimiento	Coordinador	Perú	Sin Version	Online Asincronica
452	9772191A19989	Mantenimiento	Supervisor	Perú	Sin Version	Online Asincronica
453	10051037A19700	Seguridad Alimentaria	Asistente	Perú	Sin Version	Online Asincronica
454	10148060A19989	Mantenimiento	Practicante	Perú	Sin Version	Online Asincronica
455	171464A21509	Finanzas	Analista	Perú	Sin Version	Online Asincronica
456	9490565A21300	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
457	10142425A21300	Seguridad y Salud en el Trabajo	Asistente	Perú	Sin Version	Online Asincronica
458	9538075A20146	Minería	Supervisor	Perú	Sin Version	Online Asincronica
459	10270699A19235	Proyectos		Perú	Sin Version	Online Asincronica
460	9596102A15028	Data Science	Analista	Perú	Sin Version	Online Asincronica
461	10127753A18847	Proyectos		Perú	Sin Version	Online Asincronica
462	10132252A19671	Gestión Ambiental	Jefe	Perú	Sin Version	Online Asincronica
463	14535A19671	Gestión Ambiental	Director/Presidente/CEO	Perú	Sin Version	Online Asincronica
464	10266092A21297	Seguridad y Salud en el Trabajo	Asistente	Perú	Sin Version	Online Asincronica
465	10203533A21998	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
466	10207931A21260	Seguridad Alimentaria	Encargado	Perú	Sin Version	Online Asincronica
467	5770A22124	Transformación Digital	Supervisor	Perú	Sin Version	Online Asincronica
468	9619472A20298	Transformación Digital	Director/Presidente/CEO	Perú	Sin Version	Online Asincronica
469	10076281A19791	Seguridad y Salud en el Trabajo	Coordinador	Perú	Sin Version	Online Asincronica
470	9358608A14169	Construcción	Operario	Perú	Sin Version	Online Asincronica
471	10038935A17953	Transformación Digital	Practicante	Perú	Sin Version	Online Asincronica
472	9639124A17953	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
473	9688179A17249	Calidad	Asistente	Perú	Sin Version	Online Asincronica
474	10168439A19307	Proyectos	Analista	Perú	Sin Version	Online Asincronica
475	9963548A16553	Proyectos	Estudiante	Perú	Sin Version	Online Asincronica
476	9943306A16553	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
477	9963541A16553	Proyectos	Otros	Perú	Sin Version	Online Asincronica
478	9963544A16553	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
479	9963545A16553	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
480	9963546A16553	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
481	9654682A16553	Proyectos	Analista	Perú	Sin Version	Online Asincronica
482	9936608A16553	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
483	9746220A16553	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
484	9812343A16553	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
485	9630632A16553	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
486	9620484A16553	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
487	9627634A16553	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
488	9589324A17429	Finanzas	Supervisor	Perú	Sin Version	Online Asincronica
489	10202009A20060	Mantenimiento	Encargado	Perú	Sin Version	Online Asincronica
490	10181894A19447	Data Science	Otros	Perú	Sin Version	Online Asincronica
491	10235535A21577	Mantenimiento	Coordinador	Perú	Sin Version	Online Asincronica
492	10263702A20380	Transformación Digital		Perú	Sin Version	Online Asincronica
493	10281190A21302	Calidad	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
494	9736188A21156	Data Science	Otros	Perú	Sin Version	Online Asincronica
495	9657373A21642	Mantenimiento	Jefe	Perú	Sin Version	Online Asincronica
496	10116694A20231	Finanzas	Coordinador	Perú	Sin Version	Online Asincronica
497	9949928A10667	Proyectos		Perú	Sin Version	Online Asincronica
498	9949929A10667	Proyectos		Perú	Sin Version	Online Asincronica
499	9973016A18387	Tecnologías de la Información	Practicante	Perú	Sin Version	Online Asincronica
500	10087717A18284	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
501	9899930A21470	Continuidad del Negocio	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
502	9544574A21155	Data Science	Asesor Comercial	Perú	Sin Version	Online Asincronica
503	9596295A15791	Finanzas	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
504	9529003A17411	Continuidad del Negocio	Coordinador	Perú	Sin Version	Online Asincronica
505	10272841A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
506	9035674A21470	Continuidad del Negocio	Gerente General/ Apoderado	Perú	Sin Version	Online Asincronica
507	10189923A20348	Transformación Digital	Analista	Perú	Sin Version	Online Asincronica
508	10107404A21261	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
509	10042732A18009	Marketing Digital	Jefe	Perú	Sin Version	Online Asincronica
510	9628208A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
511	9620484A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
512	9746220A18009	Marketing Digital	Coordinador	Perú	Sin Version	Online Asincronica
513	10132252A19795	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
514	10132252A19798	Seguridad y Salud en el Trabajo	Jefe	Perú	Sin Version	Online Asincronica
515	10262688A19632	Calidad	Analista	Perú	Sin Version	Online Asincronica
516	9424621A21152	Data Science	Otros	Perú	Sin Version	Online Asincronica
517	9419772A15796	Finanzas	Ejecutivo	Perú	Sin Version	Online Asincronica
518	9538065A17857	Tecnologías de la Información	Analista	Perú	Sin Version	Online Asincronica
519	9582672A17857	Tecnologías de la Información	Analista	Perú	Sin Version	Online Asincronica
520	9639758A18959	Calidad	Encargado	Perú	Sin Version	Online Asincronica
521	10091047A19228	Proyectos	Gerente de Área/Unidad	Perú	Sin Version	Online Asincronica
522	89826A17857	Tecnologías de la Información	Analista	Perú	Sin Version	Online Asincronica
523	10136449A19351	Tecnologías de la Información	Coordinador	Perú	Sin Version	Online Asincronica
524	10286015A19228	Proyectos		Perú	Sin Version	Online Asincronica
525	10234186A21999	Seguridad y Salud en el Trabajo	Supervisor	Perú	Sin Version	Online Asincronica
526	10243251A21260	Calidad	Supervisor	Perú	Sin Version	Online Asincronica
527	187884A21154	Data Science	Supervisor	Perú	Sin Version	Online Asincronica
528	9963544A16554	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
529	9963545A16554	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
530	9963546A16554	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
531	9963548A16554	Proyectos	Estudiante	Perú	Sin Version	Online Asincronica
532	9630632A16554	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
533	9943306A16554	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
534	9963541A16554	Proyectos	Otros	Perú	Sin Version	Online Asincronica
535	9620484A16554	Proyectos	Coordinador	Perú	Sin Version	Online Asincronica
536	9627634A16554	Proyectos	Asistente	Perú	Sin Version	Online Asincronica
537	9654682A16554	Proyectos	Analista	Perú	Sin Version	Online Asincronica
538	9936608A16554	Proyectos	Supervisor	Perú	Sin Version	Online Asincronica
